,ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_screenshots,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
853,12,0,1,18,10,0,0,0,0,0,3,1,0,0,5,0.0,Sweden,9,1,11,13,0,1170.832,No
854,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,Iceland,0,8,8,1,0,103.896,No
855,1,0,0,2,2,0,0,0,0,28,0,0,0,0,0,0.0,Texas,215,9,6,1,0,62.673,No
856,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1.0,California,0,1,2,2,0,51.948,Yes
857,2,0,0,1,0,0,0,1,0,18,0,0,0,0,6,1.0,Indiana,0,9,8,2,0,207.792,No
858,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,2.0,France,0,9,8,2,0,207.792,No
860,3,0,0,7,0,0,0,0,0,0,10,0,0,0,0,1.0,Germany,29,1,9,3,0,313.638,No
861,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Austria,4,0,9,3,0,310.362,No
863,11,1,1,22,7,0,79,0,0,0,0,0,0,0,0,1.0,Canada,7,8,8,12,0,1246.752,No
865,3,0,0,29,0,0,0,0,0,0,0,0,0,0,79,0.0,France,62,8,8,3,0,104.351,No
867,7,0,0,10,15,0,0,0,0,0,4,0,0,0,2,1.0,Philippines,20,7,8,7,0,311.688,No
868,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Oregon,36,8,9,6,0,623.363,No
869,1,0,0,5,8,0,0,1,0,0,0,0,0,0,2,0.0,Florida,91,4,2,1,0,25.974,Yes
870,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,30,8,9,7,0,715.104,No
872,6,0,0,4,70,0,0,0,0,1,0,0,0,0,3,0.0,Albania,212,8,11,6,0,313.001,Yes
874,2,0,0,28,1,0,0,0,0,0,0,0,0,0,0,1.0,Louisiana,0,4,5,2,0,129.87,Yes
875,4,0,0,10,10,0,2,0,0,0,8,0,0,6,6,0.0,California,195,8,11,4,0,327.795,No
876,5,0,0,15,1,0,0,1,0,8,5,1,0,0,12,0.0,Spain,227,7,10,5,0,371.124,No
877,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,United Kingdom,0,0,1,1,0,12.987,Yes
878,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,4,5,3,0,194.805,Yes
880,11,3,1,52,37,0,50,0,1,0,0,2,0,0,0,1.0,Portugal,22,0,10,13,0,1337.557,No
881,1,0,0,4,4,0,0,1,0,0,0,0,0,0,13,1.0,Alabama,169,6,2,1,0,25.974,Yes
882,7,0,0,13,5,0,78,0,0,0,0,0,0,0,0,0.0,Albania,65,4,5,5,0,227.175,Yes
883,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,Brazil,1,0,1,1,0,12.987,Yes
884,1,0,0,24,8,0,25,0,0,12,0,0,0,0,0,0.0,Illinois,0,8,8,1,0,103.896,No
885,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1.0,Belgium,1,5,9,3,0,236.093,No
887,4,0,0,26,7,1,0,1,0,46,5,2,0,0,2,2.0,Canada,14,8,8,5,0,519.48,No
888,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0.0,California,87,3,1,1,0,12.987,Yes
889,10,0,0,26,3,1,0,0,0,0,0,0,0,0,0,0.0,Belgium,253,8,9,10,0,524.407,Yes
890,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Georgia,2,0,3,8,0,207.701,Yes
892,3,1,0,9,10,1,0,0,0,0,0,2,0,0,0,0.0,Czechia,77,2,1,3,0,38.961,Yes
893,1,0,0,4,0,1,0,0,0,0,0,0,1,0,2,1.0,Pakistan,0,0,1,1,0,12.987,Yes
894,1,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0.0,Illinois,147,5,2,1,0,12.987,Yes
895,8,1,0,14,0,0,0,0,0,0,0,0,0,9,0,0.0,Canada,97,3,14,8,0,587.73,No
897,4,0,0,4,22,0,0,0,0,2,0,0,0,0,0,0.0,Louisiana,178,8,9,4,0,307.749,No
900,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,Louisiana,30,1,2,1,0,19.474,Yes
901,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1.0,Illinois,30,8,9,4,0,415.558,No
902,13,5,0,42,54,0,0,0,0,0,0,0,0,0,0,0.0,Indonesia,218,8,9,14,0,1297.062,No
903,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0.0,Connecticut,0,3,4,1,0,51.948,Yes
906,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Alabama,5,0,9,1,0,103.896,No
909,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,Florida,21,9,7,3,0,272.727,No
910,1,0,0,14,4,0,0,0,0,16,0,0,0,0,0,1.0,Florida,92,7,5,1,0,64.935,No
911,1,1,0,1,25,0,0,0,0,3,6,0,0,0,4,1.0,California,1,0,7,2,0,155.623,Yes
913,2,0,0,26,2,0,0,1,0,4,1,0,0,0,55,1.0,Brazil,20,4,4,2,0,103.896,Yes
914,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,Georgia,23,5,5,3,0,194.805,Yes
915,4,1,0,2,13,0,2,1,0,3,1,0,0,0,0,1.0,California,39,1,4,3,0,116.883,Yes
916,3,0,0,17,0,0,0,1,0,0,0,0,0,20,0,1.0,New Jersey,221,8,1,3,0,38.961,No
917,1,0,0,21,0,0,0,0,0,2,0,0,0,0,2,2.0,California,70,6,2,1,0,25.974,No
919,0,0,0,2,11,0,0,1,0,0,0,0,0,0,0,0.0,Bulgaria,31,1,1,1,0,12.987,Yes
920,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,California,0,0,1,1,0,12.987,Yes
921,1,0,0,40,4,0,0,1,0,0,0,0,0,0,6,2.0,Australia,11,1,2,1,0,25.974,Yes
922,2,0,0,12,2,0,0,0,0,10,3,0,0,2,0,1.0,South Africa,30,3,5,1,1,62.296,Yes
923,1,0,0,6,7,0,0,1,3,16,0,0,0,10,0,0.0,France,7,1,2,1,0,25.974,Yes
924,1,0,1,2,0,0,0,0,0,9,2,1,0,0,10,1.0,Portugal,194,6,4,2,0,96.096,Yes
926,2,0,1,1,2,0,0,0,0,11,0,0,0,0,0,0.0,California,0,8,8,3,0,311.688,No
927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,California,41,4,4,1,0,51.948,Yes
928,1,0,0,38,58,1,9,0,3,0,0,0,0,0,0,0.0,Belgium,88,8,5,1,0,64.935,No
930,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0.0,Philippines,10,0,1,2,0,25.974,Yes
931,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Nevada,0,1,2,2,0,51.948,Yes
934,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,California,13,4,5,6,0,389.61,Yes
935,1,0,0,20,11,0,0,0,0,2,0,0,0,0,0,0.0,Canada,36,6,8,1,0,90.909,No
936,2,0,1,36,1,0,0,0,0,2,0,1,0,0,15,1.0,Australia,20,1,1,5,0,64.935,Yes
938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,China,72,3,4,2,0,77.922,Yes
940,1,0,0,27,6,0,3,0,0,48,0,0,0,27,8,0.0,California,0,8,8,1,0,103.896,No
941,1,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0.0,Switzerland,200,7,2,1,0,12.987,No
942,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,Germany,0,1,2,5,0,129.87,Yes
943,2,0,0,35,0,1,0,1,0,0,0,1,0,0,3,2.0,Netherlands,7,8,8,2,0,207.792,No
945,2,0,0,39,19,0,29,0,0,0,0,0,0,0,82,0.0,Canada,186,6,10,2,0,266.994,Yes
946,1,0,0,16,24,0,2,0,0,0,0,0,0,0,0,0.0,Alabama,186,6,1,1,0,12.987,Yes
947,1,0,0,19,4,0,0,0,0,30,0,0,0,6,0,0.0,Tennessee,98,8,9,1,0,93.886,No
949,1,0,0,6,41,0,0,0,0,5,0,0,0,0,7,0.0,Sweden,38,8,7,1,0,90.909,No
950,1,0,0,16,0,0,0,0,0,4,3,0,0,0,0,2.0,Kansas,0,0,1,1,0,12.987,Yes
951,1,0,0,5,0,0,0,1,0,20,0,0,0,0,2,0.0,Florida,6,3,2,1,0,25.974,Yes
952,1,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0.0,Illinois,3,8,8,1,0,103.896,No
955,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,53,2,3,4,0,103.896,Yes
956,2,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0.0,Illinois,73,5,4,2,0,103.896,Yes
960,5,3,0,15,6,0,0,0,0,0,4,0,0,0,0,1.0,Florida,204,7,2,6,0,73.45,No
961,2,0,0,37,2,0,0,0,0,0,0,0,0,0,8,0.0,Australia,30,7,9,2,0,207.012,No
962,2,3,0,11,57,0,0,0,0,0,0,0,0,0,0,0.0,Australia,50,2,9,4,0,305.058,No
963,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Alabama,188,8,10,10,0,775.983,No
966,4,1,0,3,8,0,0,0,0,0,0,0,0,0,0,1.0,Portugal,28,1,9,4,0,403.481,No
967,17,0,0,33,13,1,16,1,0,2,2,1,0,0,13,2.0,Estonia,102,3,11,17,0,1347.333,No
968,4,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0.0,Florida,138,8,5,4,0,207.792,No
969,1,0,0,1,2,0,0,0,0,6,0,0,0,15,0,0.0,California,140,7,6,1,0,58.76,No
970,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,Pakistan,1,0,3,6,0,155.818,Yes
971,16,0,0,21,52,0,1,1,0,10,0,0,1,0,23,1.0,Canada,233,8,9,16,0,826.072,No
972,0,0,0,28,0,0,0,0,0,16,0,0,0,0,0,0.0,New Jersey,1,3,4,1,0,51.948,Yes
973,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.0,Illinois,84,3,2,1,0,12.974,Yes
974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,4,5,1,0,64.935,Yes
975,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0.0,Sweden,175,8,2,5,0,129.87,No
977,4,0,1,0,0,0,10,1,0,0,0,0,0,0,0,2.0,Florida,10,1,1,5,0,0.0,Yes
979,1,0,0,9,35,1,0,1,0,3,0,0,0,0,12,0.0,Switzerland,6,8,7,1,0,90.909,No
980,2,2,0,6,0,2,0,0,0,0,0,0,0,0,0,1.0,Canada,0,0,6,3,0,152.477,Yes
981,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,California,0,0,1,2,0,25.974,Yes
983,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,Canada,122,4,7,3,0,151.177,Yes
984,1,0,0,13,7,0,0,0,0,0,0,1,0,0,0,1.0,Colombia,127,4,1,1,0,12.987,Yes
986,2,2,0,14,5,0,0,0,0,0,0,0,0,0,0,0.0,Arizona,48,2,8,2,0,168.558,No
990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Washington,23,1,1,2,0,25.974,Yes
991,1,0,0,43,77,0,0,0,0,0,0,0,0,13,21,0.0,Canada,153,8,10,1,0,91.416,Yes
992,9,3,0,12,17,0,0,0,0,0,2,2,0,0,0,1.0,Alaska,30,2,11,15,0,1369.55,No
993,2,0,0,108,1,0,31,0,0,0,0,0,0,0,0,0.0,Australia,0,8,8,2,0,207.792,No
994,1,0,0,19,0,0,0,0,0,0,0,0,0,1,58,0.0,Finland,211,7,1,1,0,12.987,No
996,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,Minnesota,0,1,2,1,0,25.974,Yes
999,1,0,0,21,12,0,0,0,0,0,0,0,0,0,4,0.0,California,7,5,5,1,0,64.935,Yes
1000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Australia,31,5,7,2,0,155.844,Yes
1001,1,0,0,14,6,0,77,0,0,0,0,0,0,0,0,0.0,Hong Kong,0,8,7,1,0,90.909,No
1002,2,0,0,29,0,0,0,1,0,2,0,0,0,0,4,2.0,Australia,63,6,5,2,0,129.87,Yes
1003,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1.0,Paraguay,5,8,7,3,0,272.727,No
1004,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,New Zealand,31,1,3,2,0,51.948,Yes
1005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Australia,1,0,8,1,0,64.909,Yes
1007,10,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0.0,Albania,137,5,4,10,0,382.928,No
1009,1,4,0,16,0,0,5,0,0,0,0,0,0,0,17,0.0,Canada,35,1,7,1,0,259.779,Yes
1011,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.0,Pennsylvania,1,0,1,3,0,38.961,Yes
1012,1,0,0,1,1,0,0,0,0,24,0,0,0,0,0,1.0,Indonesia,1,8,7,1,0,90.909,No
1013,1,0,0,6,0,0,0,1,0,0,0,0,0,0,21,0.0,Japan,198,8,1,1,0,12.987,No
1015,1,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0.0,Indiana,0,7,7,1,0,90.909,No
1016,5,0,0,55,33,0,17,0,0,3,0,1,0,3,24,2.0,Germany,12,1,10,5,0,247.481,No
1017,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,Illinois,0,3,4,2,0,103.896,Yes
1018,16,2,1,60,32,1,64,1,0,0,0,1,0,0,11,0.0,Czechia,154,5,5,17,0,530.712,No
1020,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0.0,Texas,3,3,3,1,0,38.961,Yes
1021,1,0,0,24,4,0,18,0,0,5,0,0,0,0,2,2.0,Australia,104,8,4,1,0,51.948,No
1023,1,1,0,10,0,0,0,1,0,0,0,0,0,0,4,2.0,Texas,8,4,4,1,0,51.948,Yes
1024,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,Georgia,1,0,4,1,0,38.831,Yes
1025,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,0,2,3,7,0,272.727,Yes
1026,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Illinois,0,4,5,1,0,64.935,Yes
1027,2,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0.0,Montana,64,6,4,2,0,103.896,Yes
1028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Sri Lanka,0,0,1,2,0,25.974,Yes
1029,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0.0,Texas,0,0,2,2,0,25.844,Yes
1034,8,1,0,13,31,1,0,0,0,0,0,0,0,0,0,0.0,Georgia,19,8,7,10,0,909.09,No
1035,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Pakistan,105,8,4,1,0,51.948,No
1036,1,0,0,1,0,0,0,0,0,14,0,0,0,6,0,0.0,Arizona,1,5,6,1,0,77.922,Yes
1037,7,0,1,12,39,0,0,0,0,1,0,0,0,0,37,0.0,Tennessee,122,8,12,8,0,652.925,No
1038,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1.0,Canada,2,1,4,4,0,53.118,Yes
1039,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0.0,California,30,6,8,3,0,193.193,Yes
1040,1,0,0,2,0,0,0,0,0,0,0,0,0,1,6,1.0,United Kingdom,3,8,7,1,0,90.909,No
1043,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,Michigan,111,6,3,1,0,38.961,Yes
1044,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1.0,United Kingdom,30,6,8,2,0,181.818,No
1045,5,0,0,53,1,0,0,0,0,0,2,0,0,0,35,0.0,Spain,49,7,7,5,0,439.92,No
1046,7,1,0,41,16,0,5,0,0,0,0,0,0,0,0,0.0,Georgia,17,4,7,7,0,765.661,No
1047,4,4,0,27,27,0,0,0,0,0,3,0,0,0,0,1.0,Brazil,166,6,5,4,0,371.891,No
1048,1,0,0,3,0,1,0,0,0,0,0,0,0,0,11,0.0,Brazil,0,0,1,1,0,12.987,Yes
1049,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Philippines,1,1,1,1,1,15.574,Yes
1050,2,0,0,1,15,1,0,0,0,3,2,0,0,47,0,0.0,California,212,7,4,2,0,49.348,No
1051,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0.0,Egypt,6,0,11,13,0,632.112,Yes
1053,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,Belgium,32,1,1,1,0,12.987,Yes
1054,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,Canada,0,0,1,1,0,12.987,Yes
1056,1,0,0,2,1,0,0,1,0,25,0,0,0,6,3,0.0,New York,16,7,7,1,0,90.909,No
1057,4,0,0,25,0,0,0,0,0,0,0,0,0,0,6,0.0,New Zealand,233,7,6,4,0,155.844,No
1058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Missouri,0,0,1,1,0,12.987,Yes
1060,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0.0,South Africa,90,4,4,2,0,77.922,Yes
1061,1,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0.0,Texas,35,7,8,1,0,90.909,No
1063,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Australia,30,1,1,1,0,12.987,Yes
1064,1,0,0,5,1,0,0,0,1,9,0,0,0,0,9,0.0,Georgia,4,0,1,1,0,12.987,Yes
1066,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Alaska,2,0,1,2,0,25.974,Yes
1067,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,California,18,7,7,1,0,90.909,No
1069,9,0,0,9,32,0,0,1,0,0,0,1,0,32,0,0.0,Maine,8,5,6,9,0,701.298,Yes
1070,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.0,New Jersey,44,7,6,2,0,155.844,No
1071,1,0,0,3,5,0,0,0,0,31,0,0,0,0,3,0.0,Alabama,0,7,7,1,0,90.909,No
1072,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0.0,Thailand,152,6,2,1,0,25.974,No
1073,3,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0.0,Nevada,48,1,1,4,0,51.948,Yes
1075,5,0,0,8,60,0,0,1,0,0,4,0,0,0,8,2.0,California,63,7,7,5,0,459.186,No
1077,1,0,0,22,9,0,0,0,0,48,2,1,0,0,0,1.0,Florida,21,1,3,1,0,150.618,Yes
1078,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,6,2,3,3,0,116.883,Yes
1079,1,0,0,3,5,0,0,0,0,6,0,0,0,0,0,0.0,Georgia,31,2,4,1,0,38.337,Yes
1080,2,1,0,0,13,0,0,0,0,0,0,0,0,0,0,1.0,Canada,5,6,7,2,0,181.818,No
1081,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0.0,Maldives,0,7,7,1,1,109.018,No
1082,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0.0,Utah,0,7,7,1,0,90.909,No
1084,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0.0,Illinois,149,7,4,1,0,129.87,No
1085,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2.0,Florida,7,0,5,2,0,103.896,Yes
1086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Norway,44,7,8,1,0,90.675,No
1087,5,2,0,10,19,0,0,0,0,18,0,0,0,16,0,0.0,Alaska,80,2,7,6,0,334.737,No
1088,1,0,0,5,48,1,4,0,0,8,0,0,0,0,5,0.0,New York,12,7,8,1,0,67.262,Yes
1089,2,0,0,3,0,0,0,0,0,0,0,0,0,0,16,1.0,Australia,4,0,1,2,0,25.974,Yes
1090,1,0,0,16,0,0,0,0,0,0,0,0,0,0,26,0.0,United Kingdom,110,7,3,1,0,38.961,No
1091,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Canada,0,1,2,1,0,25.974,Yes
1092,3,0,0,78,1,0,1,0,0,0,0,0,0,0,0,0.0,Germany,4,0,7,3,0,272.727,No
1093,1,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0.0,New Mexico,29,2,2,1,0,25.974,Yes
1094,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,Mexico,13,7,7,2,0,181.818,No
1096,7,0,0,32,0,0,6,0,0,0,0,0,0,0,0,1.0,Arizona,214,7,10,7,0,343.408,No
1097,1,0,0,4,0,0,0,0,0,12,0,0,0,2,0,0.0,California,87,7,4,1,0,51.948,No
1099,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,1.0,Australia,0,7,7,3,0,272.727,No
1100,17,3,0,38,27,0,0,1,0,0,0,0,0,0,0,0.0,District of Columbia,49,1,7,17,0,1294.306,No
1101,1,0,0,82,0,0,0,0,0,29,0,0,0,0,0,0.0,California,70,7,5,1,0,64.935,No
1102,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0.0,Australia,117,5,2,1,0,25.974,Yes
1104,8,2,0,48,101,0,7,0,0,0,0,1,0,0,2,0.0,Australia,212,7,13,8,0,570.375,Yes
1106,1,0,0,26,0,0,0,1,0,0,0,0,0,0,1,1.0,Illinois,60,7,6,1,0,74.022,No
1107,1,0,0,6,0,0,0,0,0,11,0,0,0,7,0,0.0,Canada,18,7,6,1,0,77.922,No
1109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,0,4,5,2,0,129.87,Yes
1112,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,Virginia,0,1,2,1,0,25.974,Yes
1113,5,0,0,4,0,0,0,0,4,0,0,0,0,0,13,0.0,Romania,0,0,1,5,0,64.935,Yes
1114,6,1,0,20,0,0,90,0,0,0,0,0,0,0,3,0.0,Texas,2,1,8,6,0,524.979,No
1116,4,0,0,9,21,2,0,0,0,0,0,0,0,2,0,1.0,Maine,180,7,1,4,0,51.948,No
1117,1,0,0,2,11,0,0,0,0,9,0,0,0,0,0,0.0,California,11,1,2,1,0,25.974,Yes
1119,2,0,0,1,0,0,0,0,0,14,0,0,0,9,0,0.0,California,119,4,7,1,1,62.049,No
1120,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.0,Florida,14,0,1,1,0,12.987,Yes
1121,8,1,0,17,29,0,0,0,1,0,0,0,0,0,18,0.0,Australia,134,4,6,8,0,446.771,No
1122,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0.0,California,8,7,7,1,0,90.909,No
1124,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,Germany,17,0,2,1,0,38.961,Yes
1126,2,0,1,13,0,0,0,0,0,0,0,0,0,0,0,1.0,Switzerland,45,7,7,3,0,233.766,No
1128,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0.0,Arizona,0,3,4,2,0,103.896,Yes
1129,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Hungary,0,7,7,2,0,181.818,No
1130,3,0,0,56,38,0,13,0,0,12,0,0,0,19,0,0.0,Canada,167,7,7,3,0,181.779,No
1132,1,0,0,1,6,0,0,0,0,0,0,2,0,0,0,1.0,Connecticut,0,0,3,1,0,92.885,Yes
1133,1,0,0,7,0,0,0,0,0,0,0,0,0,4,3,1.0,South Africa,1,0,1,1,0,12.987,Yes
1135,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0.0,Canada,0,0,1,1,0,12.987,Yes
1136,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,Poland,0,0,2,2,0,38.961,Yes
1137,1,0,0,19,5,0,0,0,0,0,0,0,0,0,0,1.0,Netherlands,0,7,7,1,0,90.909,No
1140,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,Puerto Rico,0,3,4,1,0,51.948,Yes
1141,1,0,0,2,0,0,0,0,0,0,0,1,0,0,8,0.0,Romania,0,0,1,1,0,12.987,Yes
1142,1,0,0,58,11,0,0,0,0,0,0,0,0,0,0,1.0,Netherlands,0,7,7,1,0,90.909,No
1143,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,1,1,2,1,0,25.974,Yes
1144,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Arizona,0,0,1,1,0,12.987,Yes
1146,4,0,0,38,15,0,0,0,0,0,0,0,0,0,0,2.0,Colorado,187,6,13,4,0,315.302,No
1148,2,0,0,9,0,0,0,0,0,4,0,0,0,1,14,0.0,Hungary,188,7,1,2,0,25.974,No
1149,6,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1.0,Australia,211,7,2,6,0,62.907,No
1150,3,0,0,7,7,0,0,0,0,1,0,0,0,0,0,2.0,Texas,0,0,8,3,0,270.361,No
1151,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1.0,France,7,7,7,1,0,90.909,No
1152,1,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0.0,New York,0,7,7,1,0,90.909,No
1153,2,0,0,42,0,0,0,0,0,0,3,0,0,0,1,0.0,Arizona,65,2,9,4,0,336.349,No
1154,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Colorado,81,3,1,2,0,124.644,Yes
1155,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0.0,Philippines,0,0,2,2,0,25.87,Yes
1156,4,2,1,54,129,0,2,0,0,0,0,0,0,0,2,0.0,Denmark,131,7,10,6,0,449.137,No
1157,1,0,0,42,1,0,6,1,0,0,0,0,0,0,50,0.0,Colorado,7,7,7,1,0,90.909,No
1161,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,France,12,0,2,3,0,28.197,Yes
1162,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1.0,Brazil,9,0,1,1,0,12.987,Yes
1163,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,Texas,7,4,5,1,0,64.935,Yes
1164,1,0,0,17,1,0,18,0,0,18,0,0,0,0,0,0.0,Connecticut,21,7,6,1,0,77.922,No
1167,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,Mauritius,3,2,3,1,0,38.961,Yes
1169,22,3,0,6,39,0,0,0,0,0,7,0,0,0,0,0.0,Bangladesh,134,5,15,23,0,807.859,No
1170,1,0,0,1,0,0,0,0,3,0,0,0,0,0,7,1.0,France,0,2,3,1,0,38.961,Yes
1171,2,0,0,29,0,0,0,1,0,0,0,0,0,1,0,1.0,Massachusetts,39,7,7,2,0,155.831,No
1175,1,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,163,5,1,1,0,12.987,Yes
1176,1,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,163,5,1,1,0,12.987,Yes
1177,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,163,5,1,1,0,12.987,Yes
1178,6,1,0,7,18,1,0,0,0,0,0,0,0,0,0,2.0,Germany,174,7,3,7,0,173.29,No
1179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,0,7,7,1,0,90.909,No
1180,2,0,0,3,0,0,0,0,0,49,0,0,0,6,2,0.0,California,12,8,6,2,0,155.844,No
